Restaurants_Name,photos_count,stars,review_count,distance_km,address,hours,attributes,categories,euros,main_category
GallinaVineria,12.0,4.5,3.0,9.08063748980465,Pücklerstr.  2010997 Berlin,"{'Monday': '6:00 PM - 2:00 AM (Next day)', 'Tuesday': '6:00 PM - 2:00 AM (Next day)', 'Wednesday': '6:00 PM - 2:00 AM (Next day)', 'Thursday': '6:00 PM - 2:00 AM (Next day)', 'Friday': '6:00 PM - 2:00 AM (Next day)', 'Saturday': '6:00 PM - 2:00 AM (Next day)', 'Sunday': '6:00 PM - 2:00 AM (Next day)'}","Takes Reservations,Good for Groups,Beer & Wine Only,Not Good For Kids",Italian,,Restaurant
VargaHennecke,,4.5,8.0,3.1876671615928256,Oderberger Str. 1410435 Berlin,"{'Monday': '10:00 AM - 12:00 AM (Next day)', 'Tuesday': '10:00 AM - 12:00 AM (Next day)', 'Wednesday': '10:00 AM - 12:00 AM (Next day)', 'Thursday': '10:00 AM - 12:00 AM (Next day)', 'Friday': '10:00 AM - 12:00 AM (Next day)', 'Saturday': '10:00 AM - 12:00 AM (Next day)', 'Sunday': '10:00 AM - 12:00 AM (Next day)'}","Takes Reservations,Accepts Debit Cards,Good for Groups","Italian,Breakfast & Brunch",,Restaurant
CantinaSiciliana,31.0,5.0,9.0,5.33853156768567,Kaiserdamm 1514057 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '1:00 PM - 11:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards",Italian,,Restaurant
Trattoriaamuntagnola,45.0,3.5,74.0,3.3722672332503967,Fuggerstraße 2710777 Berlin,"{'Monday': '5:00 PM - 11:00 PM', 'Tuesday': '5:00 PM - 11:00 PM', 'Wednesday': '5:00 PM - 11:00 PM', 'Thursday': '5:00 PM - 11:00 PM', 'Friday': '5:00 PM - 11:00 PM', 'Saturday': '5:00 PM - 11:00 PM', 'Sunday': '5:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Italian,,Restaurant
Sorrentina,10.0,4.5,20.0,,Gustav-Müller-Str. 110829 Berlin,"{'Monday': 'Closed', 'Tuesday': '4:00 PM - 12:00 AM (Next day)', 'Wednesday': '4:00 PM - 12:00 AM (Next day)', 'Thursday': '4:00 PM - 12:00 AM (Next day)', 'Friday': '4:00 PM - 12:00 AM (Next day)', 'Saturday': '4:00 PM - 12:00 AM (Next day)', 'Sunday': '4:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Italian,Pizza",,Restaurant
DAngelo,4.0,5.0,40.0,4.504756736266115,Kolonnenstr. 510827 Berlin,{},"Takes Reservations,Offers Takeout,Quiet,No Outdoor Seating","Delicatessen,Italian",,Restaurant
I,,5.0,1.0,4.411057518299326,Hufelandstr. 2110407 Berlin,"{'Monday': '5:00 PM - 12:00 AM (Next day)', 'Tuesday': '5:00 PM - 12:00 AM (Next day)', 'Wednesday': '5:00 PM - 12:00 AM (Next day)', 'Thursday': '5:00 PM - 12:00 AM (Next day)', 'Friday': '5:00 PM - 12:00 AM (Next day)', 'Saturday': '5:00 PM - 12:00 AM (Next day)', 'Sunday': '5:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Modern European,Italian,Wine Bars",,Restaurant
LimaLima,15.0,4.5,3.0,4.506748447905333,Schlüterstr. 7410625 Berlin,"{'Monday': 'Closed', 'Tuesday': '1:00 PM - 10:00 PM', 'Wednesday': '1:00 PM - 10:00 PM', 'Thursday': '1:00 PM - 10:00 PM', 'Friday': '1:00 PM - 10:00 PM', 'Saturday': '1:00 PM - 10:00 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,Outdoor Seating,Moderate Noise","Italian,Cafes",,Restaurant
Vapiano,132.0,3.5,203.0,13.003206167387223,Mittelstr. 51 - 5210117 Berlin,"{'Monday': '11:00 AM - 12:00 AM (Next day)', 'Tuesday': '11:00 AM - 12:00 AM (Next day)', 'Wednesday': '11:00 AM - 12:00 AM (Next day)', 'Thursday': '11:00 AM - 12:00 AM (Next day)', 'Friday': '11:00 AM - 1:00 AM (Next day)', 'Saturday': '11:00 AM - 1:00 AM (Next day)', 'Sunday': '11:00 AM - 11:00 PM'}","Offers Takeout,No Reservations,No Delivery,Accepts Debit Cards","Italian,Cafeterias",,Restaurant
TrattoriaLaBruschetta,40.0,4.5,18.0,4.424285864468635,Andreasstr. 6610243 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 2:00 PM', 'Wednesday': '12:00 PM - 2:00 PM', 'Thursday': '12:00 PM - 2:00 PM', 'Friday': '12:00 PM - 2:00 PM', 'Saturday': '4:00 PM - 10:00 PM', 'Sunday': '4:00 PM - 10:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards",Italian,,Restaurant
SalumeriadaNino,25.0,5.0,8.0,3.7036369309625665,Geisbergstr. 1410777 Berlin,"{'Monday': '9:00 AM - 7:00 PM', 'Tuesday': '9:00 AM - 7:00 PM', 'Wednesday': '9:00 AM - 7:00 PM', 'Thursday': '9:00 AM - 7:00 PM', 'Friday': '9:00 AM - 7:00 PM', 'Saturday': '9:00 AM - 4:00 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Italian,,Restaurant
LaPiadina,,5.0,1.0,4.574125563849962,Mariannenplatz 2310997 Berlin,"{'Monday': '9:00 AM - 9:00 PM', 'Tuesday': '9:00 AM - 9:00 PM', 'Wednesday': '9:00 AM - 9:00 PM', 'Thursday': '9:00 AM - 9:00 PM', 'Friday': '9:00 AM - 9:00 PM', 'Saturday': '10:00 AM - 9:00 PM', 'Sunday': 'Closed'}",,"Italian,Pizza",,Restaurant
GianniGillonePastaBar,41.0,4.0,27.0,,Schönhauser Allee 186a10119 Berlin,"{'Monday': '8:00 AM - 9:00 PM', 'Tuesday': '8:00 AM - 9:00 PM', 'Wednesday': '8:00 AM - 9:00 PM', 'Thursday': '8:00 AM - 9:00 PM', 'Friday': '8:00 AM - 9:00 PM', 'Saturday': '8:00 AM - 9:00 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options","Italian,Dive Bars",,Restaurant
PizzaDeLux,57.0,3.0,8.0,,Luxemburger Str. 32Leopold Platz13353 Berlin,"{'Monday': '11:00 AM - 1:00 AM (Next day)', 'Tuesday': '11:00 AM - 1:00 AM (Next day)', 'Wednesday': '11:00 AM - 1:00 AM (Next day)', 'Thursday': '11:00 AM - 1:00 AM (Next day)', 'Friday': '11:00 AM - 1:00 AM (Next day)', 'Saturday': '11:00 AM - 1:00 AM (Next day)', 'Sunday': '11:00 AM - 1:00 AM (Next day)'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards","Italian,Pizza,Halal",,Restaurant
BriefmarkenGrandeViniPiccolaCucina,5.0,4.5,10.0,4.219450605706774,Karl-Marx-Allee 9910243 Berlin,"{'Monday': '7:00 PM - 12:00 AM (Next day)', 'Tuesday': '7:00 PM - 12:00 AM (Next day)', 'Wednesday': '7:00 PM - 12:00 AM (Next day)', 'Thursday': '7:00 PM - 12:00 AM (Next day)', 'Friday': '7:00 PM - 12:00 AM (Next day)', 'Saturday': '7:00 PM - 12:00 AM (Next day)', 'Sunday': 'Closed'}","Takes Reservations,No Delivery,No Takeout,Outdoor Seating","Wine Bars,Italian",,Restaurant
PizzeriadaLuma,4.0,4.0,6.0,1.848942943408666,Birkenstr. 5510559 Berlin,"{'Monday': '5:00 PM - 11:00 PM', 'Tuesday': '5:00 PM - 11:00 PM', 'Wednesday': '5:00 PM - 11:00 PM', 'Thursday': '5:00 PM - 11:00 PM', 'Friday': '5:00 PM - 11:00 PM', 'Saturday': '5:00 PM - 11:00 PM', 'Sunday': '5:00 PM - 11:00 PM'}","Offers Takeout,Moderate Noise,Casual Dress,Good For Kids","Pizza,Italian",,Restaurant
RestaurantAurel,,5.0,1.0,6.700267459047381,Alt Tempelhof 2812103 Berlin,{},,"Food Delivery,Italian",,Restaurant
BuffaloGrill,13.0,4.0,9.0,4.865181573879204,Wilmersdorfer Str. 92-9310629 Berlin,"{'Monday': 'Open 24 hours', 'Tuesday': 'Open 24 hours', 'Wednesday': 'Open 24 hours', 'Thursday': 'Open 24 hours', 'Friday': 'Open 24 hours', 'Saturday': 'Open 24 hours', 'Sunday': 'Open 24 hours'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Buffet,Steakhouses,Italian",,Restaurant
Cenacolo,24.0,4.0,55.0,3.215223571297631,Sredzkistr. 2310435 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Pizza,Italian",,Restaurant
AcetoLokanta,5.0,4.0,6.0,6.155677309080539,Simon-Dach-Str. 1210245 Berlin,"{'Monday': '10:00 AM - 4:00 AM (Next day)', 'Tuesday': '10:00 AM - 4:00 AM (Next day)', 'Wednesday': '10:00 AM - 4:00 AM (Next day)', 'Thursday': '10:00 AM - 4:00 AM (Next day)', 'Friday': '10:00 AM - 4:00 AM (Next day)', 'Saturday': '10:00 AM - 4:00 AM (Next day)', 'Sunday': '10:00 AM - 4:00 AM (Next day)'}","Offers Takeout,No Reservations,No Delivery,Outdoor Seating","Pizza,Italian",,Restaurant
PizzaPastaPause,5.0,1.0,1.0,4.548146575663047,Prenzlauer Allee 20410405 Berlin,"{'Monday': '11:00 AM - 11:30 PM', 'Tuesday': '11:00 AM - 11:30 PM', 'Wednesday': '11:00 AM - 11:30 PM', 'Thursday': '11:00 AM - 11:30 PM', 'Friday': '11:00 AM - 12:30 AM (Next day)', 'Saturday': '11:00 AM - 12:30 AM (Next day)', 'Sunday': '11:00 AM - 12:30 AM (Next day)'}",,"Pizza,Italian",,Restaurant
TrattoriaSplendido,5.0,4.5,2.0,6.306404632075373,Meerscheidtstr. 9 - 1114050 Berlin,"{'Monday': '11:00 AM - 11:00 PM', 'Tuesday': '11:00 AM - 11:00 PM', 'Wednesday': '11:00 AM - 11:00 PM', 'Thursday': '11:00 AM - 11:00 PM', 'Friday': '11:00 AM - 11:00 PM', 'Saturday': '11:00 AM - 11:00 PM', 'Sunday': '11:00 AM - 11:00 PM'}",,Italian,,Restaurant
LOsteria,27.0,3.5,14.0,2.876539676272637,Memhardstr. 310178 Berlin,"{'Monday': '11:30 AM - 12:00 AM (Next day)', 'Tuesday': '11:30 AM - 12:00 AM (Next day)', 'Wednesday': '11:30 AM - 12:00 AM (Next day)', 'Thursday': '11:30 AM - 12:00 AM (Next day)', 'Friday': '11:30 AM - 12:00 AM (Next day)', 'Saturday': '11:30 AM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards","Pizza,Italian",,Restaurant
CasaMatti,54.0,4.0,52.0,1.403339208324828,Helgoländer Ufer 710557 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Italian,,Restaurant
DaNoi,6.0,4.5,8.0,4.655695987060443,Pfalzburger Str. 2410719 Berlin,"{'Monday': 'Closed', 'Tuesday': '4:00 PM - 11:30 PM', 'Wednesday': '4:00 PM - 11:30 PM', 'Thursday': '4:00 PM - 11:30 PM', 'Friday': '4:00 PM - 11:30 PM', 'Saturday': '4:00 PM - 11:30 PM', 'Sunday': '12:00 PM - 10:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Italian,Pizza",,Restaurant
CafBotanico,21.0,4.5,9.0,7.378736152330133,Richardstr. 10012043 Berlin,"{'Monday': 'Closed', 'Tuesday': '12:00 PM - 10:00 PM', 'Wednesday': '12:00 PM - 10:00 PM', 'Thursday': '12:00 PM - 10:00 PM', 'Friday': '12:00 PM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': '12:00 PM - 10:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Italian,Cafes,Botanical Gardens",,Restaurant
TrattoriaLaStrada,12.0,2.5,10.0,,Alte Potsdamer Str. 510785 Berlin,"{'Monday': '11:00 AM - 1:00 AM (Next day)', 'Tuesday': '11:00 AM - 1:00 AM (Next day)', 'Wednesday': '11:00 AM - 1:00 AM (Next day)', 'Thursday': '11:00 AM - 1:00 AM (Next day)', 'Friday': '11:00 AM - 1:00 AM (Next day)', 'Saturday': '11:00 AM - 1:00 AM (Next day)', 'Sunday': '11:00 AM - 1:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Italian,Cafes,Pizza",,Restaurant
Apostel,50.0,3.5,236.0,,Georgenstr. 210117 Berlin,"{'Monday': '11:00 AM - 12:00 AM (Next day)', 'Tuesday': '11:00 AM - 12:00 AM (Next day)', 'Wednesday': '11:00 AM - 12:00 AM (Next day)', 'Thursday': '11:00 AM - 12:00 AM (Next day)', 'Friday': '11:00 AM - 1:00 AM (Next day)', 'Saturday': '11:00 AM - 1:00 AM (Next day)', 'Sunday': '11:00 AM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Italian,Pizza",,Restaurant
IlGusto,22.0,4.0,12.0,5.992847875220135,Hohenzollerndamm 5014199 Berlin,{},"Takes Reservations,No Delivery,Accepts Debit Cards,Outdoor Seating",Italian,,Restaurant
TrattoriaPastadegliAngeli,16.0,4.0,16.0,7.362661975343426,Dietzgenstr. 6313156 Berlin,"{'Monday': '4:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Italian,,Restaurant
LaPecoraNera,13.0,4.0,12.0,6.497265480662728,Herrfurthplatz 612049 Berlin,"{'Monday': 'Closed', 'Tuesday': '6:00 PM - 12:00 AM (Next day)', 'Wednesday': '6:00 PM - 12:00 AM (Next day)', 'Thursday': '6:00 PM - 12:00 AM (Next day)', 'Friday': '6:00 PM - 12:00 AM (Next day)', 'Saturday': '6:00 PM - 12:00 AM (Next day)', 'Sunday': '6:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Italian,Wine Bars",,Restaurant
AmmazzachePizza,,4.5,3.0,5.971309141788153,Maybachufer 2112047 Berlin,"{'Monday': 'Closed', 'Tuesday': '11:30 AM - 10:30 PM', 'Wednesday': '11:30 AM - 10:30 PM', 'Thursday': '11:30 AM - 10:30 PM', 'Friday': '11:30 AM - 10:30 PM', 'Saturday': '11:30 AM - 10:30 PM', 'Sunday': '11:30 AM - 10:30 PM'}",,"Pizza,Italian",,Restaurant
RomeoundJulia,,5.0,1.0,2.221782572083913,Rosenthaler Str. 46-4810178 Berlin,"{'Monday': '10:00 AM - 1:00 AM (Next day)', 'Tuesday': '10:00 AM - 1:00 AM (Next day)', 'Wednesday': '10:00 AM - 1:00 AM (Next day)', 'Thursday': '10:00 AM - 1:00 AM (Next day)', 'Friday': '10:00 AM - 1:00 AM (Next day)', 'Saturday': '10:00 AM - 1:00 AM (Next day)', 'Sunday': '10:00 AM - 1:00 AM (Next day)'}","No Delivery,No Takeout,Accepts Debit Cards,No Outdoor Seating",Italian,,Restaurant
ILCapriccio,18.0,5.0,1.0,3.7848638371280527,Uhlandstr. 43 - 4410719 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","No Delivery,Many Vegetarian Options,Free Wi-Fi","Italian,Pizza",,Restaurant
PizzaElFredo,14.0,4.5,18.0,1.512768716541748,Friedrichstr. 1410969 Berlin,"{'Monday': '10:00 AM - 11:00 PM', 'Tuesday': '10:00 AM - 11:00 PM', 'Wednesday': '10:00 AM - 11:00 PM', 'Thursday': '10:00 AM - 11:00 PM', 'Friday': '10:00 AM - 11:00 PM', 'Saturday': '10:00 AM - 11:00 PM', 'Sunday': '10:00 AM - 11:00 PM'}","Offers Delivery,Offers Takeout,No Reservations,Casual Dress","Italian,Pizza",,Restaurant
OsteriaCulaccino,12.0,4.5,2.0,3.8348319631842402,Grolmanstr. 2110623 Berlin,"{'Monday': '11:00 AM - 12:00 AM (Next day)', 'Tuesday': '11:00 AM - 12:00 AM (Next day)', 'Wednesday': '11:00 AM - 12:00 AM (Next day)', 'Thursday': '11:00 AM - 12:00 AM (Next day)', 'Friday': '11:00 AM - 12:00 AM (Next day)', 'Saturday': '11:00 AM - 12:00 AM (Next day)', 'Sunday': '11:00 AM - 12:00 AM (Next day)'}",,Italian,,Restaurant
MamaMarias,6.0,5.0,1.0,9.323685691405537,Frankfurter Allee 3310247 Berlin,"{'Monday': '9:00 AM - 7:30 PM', 'Tuesday': '9:00 AM - 7:30 PM', 'Wednesday': '9:00 AM - 7:30 PM', 'Thursday': '9:00 AM - 7:30 PM', 'Friday': '9:00 AM - 7:30 PM', 'Saturday': '10:30 AM - 7:30 PM', 'Sunday': 'Closed'}",Free Wi-Fi,"Pizza,Cafes,Italian",,Restaurant
Dolcetto,,3.0,8.0,3.235281629422868,Inselstr. 1310179 Berlin,"{'Monday': '12:00 PM - 11:00 PM', 'Tuesday': '12:00 PM - 11:00 PM', 'Wednesday': '12:00 PM - 11:00 PM', 'Thursday': '12:00 PM - 11:00 PM', 'Friday': '12:00 PM - 11:00 PM', 'Saturday': '12:00 PM - 11:00 PM', 'Sunday': '12:00 PM - 11:00 PM'}","Takes Reservations,No Delivery,No Takeout,Outdoor Seating","Italian,Pizza",,Restaurant
Tizian,9.0,4.0,9.0,2.04033234064733,Marlene-Dietrich-Platz 210785 Berlin,"{'Monday': '9:00 AM - 11:00 PM', 'Tuesday': '9:00 AM - 11:00 PM', 'Wednesday': '9:00 AM - 11:00 PM', 'Thursday': '9:00 AM - 11:00 PM', 'Friday': '9:00 AM - 11:00 PM', 'Saturday': '9:00 AM - 11:00 PM', 'Sunday': '9:00 AM - 11:00 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards","Lounges,Italian,Mediterranean",,Restaurant
ByeByeCavaliere,19.0,4.5,9.0,6.27912673002568,Proskauer Str. 2810247 Berlin,"{'Monday': '9:00 AM - 10:00 PM', 'Tuesday': '9:00 AM - 10:00 PM', 'Wednesday': '9:00 AM - 10:00 PM', 'Thursday': '9:00 AM - 10:00 PM', 'Friday': '9:00 AM - 10:00 PM', 'Saturday': '9:00 AM - 10:00 PM', 'Sunday': '9:00 AM - 10:00 PM'}","Offers Takeout,No Reservations,No Delivery,Outdoor Seating","Pizza,Italian",,Restaurant
PastificioTosatti,66.0,4.5,11.0,,Schliemannstr. 14 a10437 Berlin,"{'Monday': 'Closed', 'Tuesday': '5:00 PM - 10:30 PM', 'Wednesday': '5:00 PM - 10:30 PM', 'Thursday': '5:00 PM - 10:30 PM', 'Friday': '5:00 PM - 10:30 PM', 'Saturday': '12:30 PM - 10:30 PM', 'Sunday': '4:00 PM - 9:30 PM'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Italian,,Restaurant
Machiavelli,94.0,4.0,32.0,1.1345466202714405,Albrechtstr. 1310117 Berlin,"{'Monday': '10:00 AM - 1:00 AM (Next day)', 'Tuesday': '10:00 AM - 1:00 AM (Next day)', 'Wednesday': '10:00 AM - 1:00 AM (Next day)', 'Thursday': '10:00 AM - 1:00 AM (Next day)', 'Friday': '10:00 AM - 1:00 AM (Next day)', 'Saturday': '11:00 AM - 1:00 AM (Next day)', 'Sunday': '11:00 AM - 1:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards","Italian,Mediterranean",,Restaurant
RistoranteDonGiovanni,19.0,3.5,35.0,1.8937993780952656,Alt-Moabit 12910557 Berlin,"{'Monday': '11:30 AM - 12:00 AM (Next day)', 'Tuesday': '11:30 AM - 12:00 AM (Next day)', 'Wednesday': '11:30 AM - 12:00 AM (Next day)', 'Thursday': '11:30 AM - 12:00 AM (Next day)', 'Friday': '11:30 AM - 12:00 AM (Next day)', 'Saturday': '11:30 AM - 12:00 AM (Next day)', 'Sunday': '11:30 AM - 12:00 AM (Next day)'}","Takes Reservations,Offers Delivery,Offers Takeout,Accepts Debit Cards",Italian,,Restaurant
Grnfisch,17.0,4.5,52.0,,Graefestr. 26 a10967 Berlin,"{'Monday': '6:00 PM - 12:00 AM (Next day)', 'Tuesday': '6:00 PM - 12:00 AM (Next day)', 'Wednesday': '6:00 PM - 12:00 AM (Next day)', 'Thursday': '6:00 PM - 12:00 AM (Next day)', 'Friday': '6:00 PM - 12:00 AM (Next day)', 'Saturday': '6:00 PM - 12:00 AM (Next day)', 'Sunday': '6:00 PM - 12:00 AM (Next day)'}","Takes Reservations,No Delivery,No Takeout,Accepts Debit Cards",Italian,,Restaurant
RistoranteSanGiorgio,15.0,4.5,11.0,10.367441402471375,Mommsenstr. 3610629 Berlin,"{'Monday': '12:00 PM - 10:30 PM', 'Tuesday': '12:00 PM - 10:30 PM', 'Wednesday': '12:00 PM - 10:30 PM', 'Thursday': '12:00 PM - 10:30 PM', 'Friday': '12:00 PM - 10:30 PM', 'Saturday': '12:00 PM - 10:30 PM', 'Sunday': 'Closed'}","Offers Takeout,No Reservations,No Delivery,Accepts Debit Cards",Italian,,Restaurant
AmiciAmici,56.0,4.0,129.0,4.421702440360162,Mehringdamm 4010961 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '12:00 PM - 12:00 AM (Next day)', 'Sunday': '12:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Many Vegetarian Options","Italian,Pizza",,Restaurant
AMagica,19.0,4.0,124.0,4.003543981516635,Greifenhagener Str. 5410437 Berlin,"{'Monday': '12:00 PM - 12:00 AM (Next day)', 'Tuesday': '12:00 PM - 12:00 AM (Next day)', 'Wednesday': '12:00 PM - 12:00 AM (Next day)', 'Thursday': '12:00 PM - 12:00 AM (Next day)', 'Friday': '12:00 PM - 12:00 AM (Next day)', 'Saturday': '4:00 PM - 12:00 AM (Next day)', 'Sunday': '4:00 PM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Italian,Pizza",,Restaurant
VialedeiTigli,53.0,3.0,16.0,1.2763675836723045,Wilhelmstr. 7510117 Berlin,"{'Monday': '11:30 AM - 12:00 AM (Next day)', 'Tuesday': '11:30 AM - 12:00 AM (Next day)', 'Wednesday': '11:30 AM - 12:00 AM (Next day)', 'Thursday': '11:30 AM - 12:00 AM (Next day)', 'Friday': '11:30 AM - 12:00 AM (Next day)', 'Saturday': '11:30 AM - 12:00 AM (Next day)', 'Sunday': '11:30 AM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Casual Dress",Italian,,Restaurant
DaGelo,4.0,4.5,14.0,7.137063421614784,Elsenstr. 11512435 Berlin,"{'Monday': '10:00 AM - 10:00 PM', 'Tuesday': '10:00 AM - 10:00 PM', 'Wednesday': '10:00 AM - 10:00 PM', 'Thursday': '10:00 AM - 10:00 PM', 'Friday': '10:00 AM - 10:00 PM', 'Saturday': '12:00 PM - 10:00 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Pizza,Italian",,Restaurant
NiniePettirosso,4.0,4.0,28.0,7.532324526092691,Selkestr. 2712051 Berlin,"{'Monday': '11:00 AM - 12:00 AM (Next day)', 'Tuesday': '11:00 AM - 12:00 AM (Next day)', 'Wednesday': '11:00 AM - 12:00 AM (Next day)', 'Thursday': '11:00 AM - 12:00 AM (Next day)', 'Friday': '11:00 AM - 12:00 AM (Next day)', 'Saturday': '11:00 AM - 12:00 AM (Next day)', 'Sunday': '11:00 AM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating","Pizza,Italian",,Restaurant
PizzeriaAlteForno,12.0,3.0,4.0,4.237208311421955,Markstr. 113409 Berlin,{},"Offers Takeout,Good for Groups,Good For Kids,Accepts Debit Cards","Italian,Pizza",,Restaurant
Mangiarbene,14.0,3.0,10.0,0.7571964297700808,Platz vor dem neuen Tor 510115 Berlin,"{'Monday': '11:00 AM - 10:30 PM', 'Tuesday': '11:00 AM - 10:30 PM', 'Wednesday': '11:00 AM - 10:30 PM', 'Thursday': '11:00 AM - 10:30 PM', 'Friday': '11:00 AM - 10:30 PM', 'Saturday': '11:00 AM - 10:30 PM', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Italian,,Restaurant
RestaurantKarthago,4.0,4.0,13.0,6.060800765369039,Bizetstr. 12713088 Berlin,{},"Takes Reservations,Offers Takeout,No Delivery,Outdoor Seating",Italian,,Restaurant
treSecondi,,4.0,2.0,,Joachimstaler Str. 1010719 Berlin,{},"Offers Takeout,No Delivery,Accepts Debit Cards,Outdoor Seating",Italian,,Restaurant
SalumeriaTreviso,11.0,4.5,7.0,8.847357304808728,Eisenacher Str. 4910823 Berlin,{},Outdoor Seating,"Italian,Pizza",,Restaurant
ThaiElephant,105.0,4.5,79.0,3.3866221501884546,Fasanenstr. 1510623 Berlin,"{'Monday': '11:30 AM - 12:00 AM (Next day)', 'Tuesday': '11:30 AM - 12:00 AM (Next day)', 'Wednesday': '11:30 AM - 12:00 AM (Next day)', 'Thursday': '11:30 AM - 12:00 AM (Next day)', 'Friday': '11:30 AM - 12:00 AM (Next day)', 'Saturday': '11:30 AM - 12:00 AM (Next day)', 'Sunday': '11:30 AM - 12:00 AM (Next day)'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Thai,,Restaurant
myThais,81.0,4.5,52.0,10.408342783434334,Krumme Str. 3510627 Berlin,"{'Monday': '11:30 AM - 8:30 PM', 'Tuesday': '11:30 AM - 8:30 PM', 'Wednesday': '11:30 AM - 8:30 PM', 'Thursday': '11:30 AM - 8:30 PM', 'Friday': '11:30 AM - 8:30 PM', 'Saturday': 'Closed', 'Sunday': 'Closed'}","Takes Reservations,Offers Takeout,No Delivery,Accepts Debit Cards",Thai,,Restaurant
